0
100.7660
101.1788
240
80.4680
87.6842
88.5354
89.1600
89.9937
90.7177
91.0368
94.6320
97.6769
Edwin Ubiles
Edy Tavares
Ekpe Udoh
Elfrid Payton
Elias Harris
Elie Okobo
Elijah Millsap
Elijah Stewart
Elliot Williams
Elton Brand
Emanuel Terry
Emeka Okafor
Emmanuel Mudiay
Enes Kanter
Eric Bledsoe
Eric Dawson
Eric Gordon
Eric Maynor
Eric Moreland
Erick Dampier
Erick Green
Erik McCree
Erik Murphy
Ersan Ilyasova
Evan Fournier
Evan Turner
Fab Melo
Festus Ezeli
Francisco Elson
Francisco Garcia
Frank Jackson
Frank Kaminsky
Frank Mason
Frank Ntilikina
Fred VanVleet
Furkan Aldemir
Furkan Korkmaz
Gal Mekel
Garlon Green
Garrett Temple
Gary Clark
Gary Forbes
Gary Harris
Gary Neal
Gary Payton II
Gary Trent Jr.
George Hill
George King
Georges Niang
Georgios Papagiannis
Gerald Green
Gerald Henderson
Gerald Wallace
Gian Clavell
Giannis Antetokounmpo
Gigi Datome
Gilbert Arenas
Glen Davis
Glen Rice
Glenn Robinson III
Goran Dragic
Gordon Hayward
Gorgui Dieng
Grant Hill
Grant Jerrett
Grayson Allen
Greg Monroe
Greg Oden
Greg Smith
Greg Stiemsma
Greg Whittington
Greivis Vasquez
Guerschon Yabusele
Gustavo Ayon
Hakim Warrick
Hamady Ndiaye
Hamed Haddadi
Hamidou Diallo
Harrison Barnes
Harry Giles III
Hasheem Thabeet
Hassan Whiteside
Haywood Highsmith
Hedo Turkoglu
Henry Ellenson
Henry Sims
Henry Walker
Hilton Armstrong
Hollis Thompson
Ian Clark
Ian Mahinmi
Ike Anigbogu
Ike Iroegbu
Iman Shumpert
Isaac Bonga
Isaac Humphries
Isaiah Briscoe
Isaiah Canaan
Isaiah Hartenstein
Isaiah Hicks
Isaiah Taylor
Isaiah Thomas
Isaiah Whitehead
Ish Smith
Ivan Johnson
Ivan Rabb
Ivica Zubac
J.J. Barea
J.P. Macura
JJ Hickson
JJ O'Brien
JJ Redick
JP Tokoto
JR Smith
JaJuan Johnson
JaKarr Sampson
JaMychal Green
JaVale McGee
Jabari Bird
Jabari Brown
Jabari Parker
Jack Cooley
Jacob Evans
Jacob Pullen
Jacob Wiley
Jae Crowder
Jahlil Okafor
Jake Layman
Jakob Poeltl
Jaleel Roberts
Jalen Brunson
Jalen Jones
Jamaal Franklin
Jamaal Magloire
Jamaal Tinsley
Jamal Crawford
Jamal Murray
Jamario Moon
Jameel Warney
Jameer Nelson
Jamel Artis
James Anderson
James Ennis III
James Harden
James Johnson
James Jones
James Michael McAdoo
James Nunnally
James Singleton
James Southerland
James Webb III
James White
James Young
Jamil Wilson
Jan Vesely
Jannero Pargo
Jared Cunningham
Jared Dudley
Jared Jeffries
Jared Sullinger
Jared Terrell
Jarell Eddie
Jarell Martin
Jaren Jackson Jr.
Jarnell Stokes
Jaron Blossomgame
Jarred Vanderbilt
Jarrett Allen
Jarrett Jack
Jarrid Famous
Jarrod Uthoff
Jarvis Varnado
Jason Collins
Jason Kapono
Jason Kidd
Jason Maxiell
Jason Richardson
Jason Smith
Jason Terry
Jason Thompson
Jason Washburn
Jawun Evans
Jaylen Adams
Jaylen Brown
Jaylen Morris
Jayson Tatum
Jeff Adrien
Jeff Ayres
Jeff Foote
Jeff Foster
Jeff Green
Jeff Teague
Jeff Withey
Jeffery Taylor
Jeffrey Carroll
Jemerrio Jones
Jerami Grant
Jerel McNeal
Jeremy Evans
Jeremy Lamb
Jeremy Lin
Jeremy Pargo
Jeremy Tyler
Jerian Grant
Jermaine O'Neal
Jerome Dyson
Jerome Jordan
Jerome Robinson
Jerrelle Benimon
Jerry Smith
Jerry Stackhouse
Jerryd Bayless
Jevon Carter
Jimmer Fredette
Jimmy Butler
Joakim Noah
Jodie Meeks
Joe Harris
Joe Ingles
Joe Johnson
Joe Young
Joel Anthony
Joel Bolomboy
Joel Embiid
Joel Freeland
Joel Przybilla
Joey Dorsey
Joffrey Lauvergne
Johan Petro
John Collins
John Henson
John Holland
John Jenkins
John Lucas III
John Salmons
John Wall
Johnathan Motley
Johnathan Williams
Johnny O'Bryant III
Jon Brockman
Jon Leuer
Jonah Bolden
Jonas Jerebko
Jonas Valanciunas
Jonathan Gibson
Jonathan Holmes
Jonathan Isaac
Jonathon Simmons
Jonny Flynn
Jordan Adams
Jordan Bachynski
Jordan Bell
Jordan Clarkson
Jordan Crawford
Jordan Farmar
Jordan Hamilton
Jordan Hill
Jordan Loyd
Jordan McRae
Jordan Mickey
Jordan Sibert
Jordan Williams
Jorge Gutierrez
Jose Calderon
Josh Akognon
Josh Bostic
Josh Childress
Josh Davis
Josh Gray
Josh Harrellson
Josh Hart
Josh Howard
Josh Huestis
Josh Jackson
Josh Magette
Josh McRoberts
Josh Okogie
Josh Powell
Josh Richardson
Josh Selby
Josh Smith
Joshua Smith
Jrue Holiday
Juancho Hernangomez
Julian Washburn
Julius Randle
Julyan Stone
Justin Anderson
Justin Cobbs
Justin Dentmon
Justin Hamilton
Justin Harper
Justin Holiday
Justin Jackson
Justin Patton
Justise Winslow
Jusuf Nurkic
Juwan Howard
KJ McDaniels
Kadeem Allen
Kadeem Batts
Kaleb Tarczewski
Kalin Lucas
Karl-Anthony Towns
Kawhi Leonard
Kay Felder
Keenan Evans
Keifer Sykes
Keita Bates-Diop
Keith Appling
Keith Benson
Keith Bogans
Kelenna Azubuike
Kelly Olynyk
Kelly Oubre Jr.
Kemba Walker
Kendall Marshall
Kendrick Perkins
Kenneth Faried
Kenrich Williams
Kent Bazemore
Kentavious Caldwell-Pope
Kenyon Martin
Kevin Durant
Kevin Garnett
Kevin Huerter
Kevin Jones
Kevin Knox
Kevin Love
Kevin Martin
Kevin Murphy
Kevin Seraphin
Kevon Looney
Keyon Dooling
Khem Birch
Khris Middleton
Khyri Thomas
Kim English
Kirk Hinrich
Klay Thompson
Kobe Bryant
Kobi Simmons
Kosta Koufos
Kostas Antetokounmpo
Kostas Papanikolaou
Kris Dunn
Kris Humphries
Kris Joseph
Kristaps Porzingis
Kurt Thomas
Kwame Brown
Kyle Anderson
Kyle Casey
Kyle Collinsworth
Kyle Korver
Kyle Kuzma
Kyle Lowry
Kyle O'Quinn
Kyle Singler
Kyle Wiltjer
Kyrie Irving
Kyrylo Fesenko
LaMarcus Aldridge
Lamar Odom
Lamar Patterson
Lance Stephenson
Lance Thomas
Landry Fields
Landry Shamet
Langston Galloway
Larry Drew II
Larry Hughes
Larry Nance Jr.
Larry Owens
Larry Sanders
Lauri Markkanen
Lavoy Allen
Lazar Hayward
Lazeric Jones
LeBron James
Leandro Barbosa
Lester Hudson
Linas Kleiza
Livio Jean-Charles
London Perrantes
Lonnie Walker IV
Lonzo Ball
Lorenzo Brown
Lou Amundson
Lou Williams
Lu Wei
Luc Mbah a Moute
Lucas Nogueira
Luis Montero
Luis Scola
Luka Doncic
Luke Babbitt
Luke Harangody
Luke Kennard
Luke Kornet
Luke Ridnour
Luke Walton
Luke Zeller
Luo Hanchen
Luo Xudong
Luo Zhi
Luol Deng
Maalik Wayns
Malachi Richardson
Malcolm Brogdon
Malcolm Delaney
Malcolm Lee
Malcolm Miller
Malcolm Thomas
Malik Beasley
Malik Monk
Malik Newman
Mangok Mathiang
Manny Harris
Manu Ginobili
MarShon Brooks
Marc Gasol
Marcelo Huertas
Marcin Gortat
Marco Belinelli
Marcus Camby
Marcus Derrickson
Marcus Georges-Hunt
Marcus Landry
Marcus Lee
Marcus Morris
Marcus Paige
Marcus Smart
Marcus Thornton
Marcus Williams
Mario Chalmers
Mario Hezonja
Markel Brown
Markelle Fultz
Markieff Morris
Marquese Chriss
Marquis Daniels
Marquis Teague
Marreese Speights
Marshall Plumlee
Martell Webster
Marvin Bagley III
Marvin Williams
Mason Plumlee
Matt Barnes
Matt Bonner
Matt Carroll
Matt Costello
Matt Jones
Matt Williams Jr.
Matthew Dellavedova
Maurice Evans
Maurice Harkless
Maurice Ndour
Maxi Kleber
Mehmet Okur
Melvin Ely
Melvin Frazier Jr.
Metta World Peace
Meyers Leonard
Michael Beasley
Michael Carter-Williams
Michael Frazier
Michael Gbinije
Michael Jenkins
Michael Kidd-Gilchrist
Michael Porter Jr.
Michael Redd
Micheal Eric
Mickael Gelabale
Mickael Pietrus
Mickell Gladness
Mikal Bridges
Mike Bibby
Mike Conley
Mike Dunleavy
Mike Harris
Mike James
Mike Miller
Mike Muscala
Mike Scott
Mike Tobey
Mikki Moore
Miles Bridges
Miles Plumlee
Milos Teodosic
Milton Doyle
Mindaugas Kuzminskas
Miroslav Raduljica
Mirza Teletovic
Mitch McGary
Mitchell Creek
Mitchell Robinson
Mo Bamba
Mo Williams
Monta Ellis
Monte Morris
Montrezl Harrell
Moritz Wagner
Morris Almond
Mustafa Shakur
Mychel Thompson
Myke Henry
Myles Turner
Nando De Colo
Nate Robinson
Nate Wolters
Naz Mitrou-Long
Nazr Mohammed
Nemanja Bjelica
Nemanja Nedovic
Nene
Nerlens Noel
Nick Calathes
Nick Collison
Nick Johnson
Nick Minnerath
Nick Young
Nicolas Batum
Nicolas Brussino
Nicolas Laprovittola
Nigel Hayes
Nik Stauskas
Nikola Jokic
Nikola Mirotic
Nikola Pekovic
Nikola Vucevic
Nnanna Egwu
Noah Vonleh
Nolan Smith
Norman Powell
Norris Cole
O.J. Mayo
OG Anunoby
Ognjen Kuzmic
Okaro White
Omari Johnson
Omari Spellman
Omer Asik
Omri Casspi
Orlando Johnson
Othyus Jeffers
Otto Porter Jr.
PJ Dozier
PJ Hairston
PJ Tucker
Pablo Prigioni
Pascal Siakam
Pat Connaughton
Patricio Garino
Patrick Beverley
Patrick Christopher
Patrick McCaw
Patrick Patterson
Patty Mills
Pau Gasol
Paul George
Paul Millsap
Paul Pierce
Paul Zipser
Pero Antic
Perry Ellis
Perry Jones III
Peyton Siva
Phil Pressey
Pierre Jackson
Quentin Richardson
Quincy Acy
Quincy Miller
Quincy Pondexter
Quinn Cook
RJ Hunter
Raja Bell
Rajon Rondo
Rakeem Christmas
Ramon Sessions
Randy Foye
Rashad Vaughn
Rashard Lewis
Rasheed Wallace
Rasual Butler
Raul Neto
Rawle Alkins
Ray Allen
Ray McCallum
Ray Spalding
Raymond Felton
Reggie Bullock
Reggie Evans
Reggie Hearn
Reggie Jackson
Reggie Williams
Renaldo Balkman
Richard Hamilton
Richard Jefferson
Richard Solomon
Richaun Holmes
Ricky Ledo
Ricky Rubio
Rob Gray
Robbie Hummel
Robert Covington
Robert Sacre
Robert Upshaw
Robert Williams III
Robin Lopez
Rodions Kurucs
Rodney Hood
Rodney McGruder
Rodney Purvis
Rodney Stuckey
Rodrigue Beaubois
Roger Mason Jr.
Ron Baker
Ronald Roberts Jr.
Rondae Hollis-Jefferson
Ronnie Brewer
Ronnie Price
Ronny Turiaf
Roscoe Smith
Roy Hibbert
Royal Ivey
Royce O'Neale
Royce White
Rudy Fernandez
Rudy Gay
Rudy Gobert
Russ Smith
Russell Westbrook
Ryan Anderson
Ryan Arcidiacono
Ryan Boatright
Ryan Broekhoff
Ryan Gomes
Ryan Hollins
Ryan Kelly
Ryan Reid
Salah Mejri
Sam Dekker
Sam Young
Samardo Samuels
Sampson Carter
Samuel Dalembert
Sasha Kaun
Sasha Pavlovic
Sasha Vujacic
Scott Machado
Scottie Wilbekin
Scotty Hopson
Sean Kilpatrick
Sean Williams
Sebastian Telfair
Semaj Christon
Semi Ojeleye
Semih Erden
Serge Ibaka
Sergey Karasev
Sergio Rodriguez
Seth Curry
Shabazz Muhammad
Shabazz Napier
Shai Gilgeous-Alexander
Shake Milton
Shane Battier
Shane Edwards
Shane Larkin
Shannon Brown
Shaquille Harrison
Shaun Livingston
Shavlik Randolph
Shawn Jones
Shawn Long
Shawn Marion
Shawne Williams
Shayne Whittington
Shelden Williams
Sheldon Mac
Shelvin Mack
Shi Yuchen
Sim Bhullar
Sindarius Thornwell
Skal Labissiere
Solomon Alabi
Solomon Hill
Solomon Jones
Sonny Weems
Spencer Dinwiddie
Spencer Hawes
Stanley Johnson
Stephen Curry
Stephen Jackson
Stephen Zimmerman
Sterling Brown
Steve Blake
Steve Nash
Steve Novak
Steven Adams
Sundiata Gaines
Svi Mykhailiuk
T.J. Ford
T.J. McConnell
T.J. Warren
T.J. Williams
TJ Leaf
Taj Gibson
Talib Zanna
Tang Zihao
Tarik Black
Taurean Prince
Taylor Braun
Tayshaun Prince
Terrance Ferguson
Terrel Harris
Terrence Jones
Terrence Ross
Terrence Williams
Terry Henderson
Terry Rozier
Thabo Sefolosha
Thaddeus Young
Theo Pinson
Thomas Bryant
Thomas Robinson
Thomas Walkup
Thomas Welsh
Thon Maker
Tiago Splitter
Tibor Pleiss
Tim Duncan
Tim Frazier
Tim Hardaway Jr.
Tim Ohlbrecht
Tim Quarterman
Timofey Mozgov
Timothe Luwawu-Cabarrot
Tobias Harris
Tomas Satoransky
Toney Douglas
Tony Allen
Tony Battie
Tony Bradley
Tony Mitchell
Tony Parker
Tony Snell
Tony Wroten
Tornike Shengelia
Torrey Craig
Toure' Murry
Tracy McGrady
Trae Young
Travis Leslie
Travis Outlaw
Travis Trice II
Travis Wear
Tre Kelley
Treveon Graham
Trevon Duval
Trevor Ariza
Trevor Booker
Trey Burke
Trey Johnson
Trey Lyles
Trey McKinney-Jones
Trey Thompkins
Tristan Thompson
Troy Brown Jr.
Troy Caupain
Troy Daniels
Troy Murphy
Troy Williams
Tseng Wenting
Ty Lawson
Tyler Cavanaugh
Tyler Dorsey
Tyler Ennis
Tyler Hansbrough
Tyler Honeycutt
Tyler Johnson
Tyler Lydon
Tyler Ulis
Tyler Zeller
Tyreke Evans
Tyrone Wallace
Tyrus Thomas
Tyshawn Taylor
Tyson Chandler
Tyus Jones
Udonis Haslem
Vander Blue
Vashil Fernandez
Vernon Macklin
Viacheslav Kravtsov
Victor Claver
Victor Oladipo
Vince Carter
Vincent Edwards
Vincent Hunter
Vitor Faverani
Vladimir Radmanovic
Von Wafer
Wade Baldwin IV
Walker Russell
Walter Lemon Jr.
Wang Tong
Wayne Ellington
Wayne Selden
Wendell Carter Jr.
Wenyen Gabriel
Wes Iwundu
Wesley Johnson
Wesley Matthews
Will Barton
Will Bynum
Will Cherry
Will Conroy
Will Cummings
Willie Cauley-Stein
Willie Green
Willie Reed
Willy Hernangomez
Wilson Chandler
Xavier Henry
Xavier Munford
Xavier Rathan-Mayes
Xavier Silas
Yakhouba Diawara
Yakuba Ouattara
Yante Maten
Yi Jianlian
Yogi Ferrell
Youssou Ndoye
Yuta Watanabe
Zach Collins
Zach LaVine
Zach Lofton
Zach Randolph
Zaza Pachulia
Zhai Yi
Zhaire Smith
Zhang Zhaoxu
Zhou Qi
Zhu Ying
Zoran Dragic
