,teamAbbr,rslt,teamMin,teamPTS,teamPTS1,teamPTS2,teamPTS3,teamPTS4,opptPTS,opptPTS1,opptPTS2,opptPTS3,opptPTS4,teamFGM,teamFGA,teamFG,team3PM,team3PA,team3PCT,teamFTM,teamFTA,teamFTC,teamORB,teamDRB,teamREB,teamAST,teamSTL,teamBLK,teamTO,teamPF,team2P,teamTS,teamEFG,teamPPS,teamFIC,teamFIC40,teamOrtg,teamDrtg,teamPlay
20,NOH,55.55555555555556,240.0,92.55555555555556,22.22222222222222,23.0,25.0,22.333333333333332,95.11111111111111,25.11111111111111,25.0,20.22222222222222,24.77777777777778,34.77777777777778,78.22222222222223,0.4471111111111111,6.888888888888889,18.444444444444443,0.35500000000000004,16.11111111111111,21.444444444444443,0.7862222222222223,14.0,29.22222222222222,43.22222222222222,21.11111111111111,6.333333333333333,4.888888888888889,13.777777777777779,19.555555555555557,27.88888888888889,0.5293888888888889,0.4907333333333334,1.190288888888889,70.54166666666667,58.784711111111115,109.44682222222224,112.5483,0.44703333333333334
21,NOP,77.77777777777779,240.0,111.44444444444444,25.88888888888889,31.666666666666668,26.666666666666668,27.22222222222222,117.55555555555556,27.0,33.111111111111114,29.444444444444443,28.0,42.0,90.55555555555556,0.46244444444444444,10.444444444444445,32.22222222222222,0.32166666666666666,17.0,20.333333333333332,0.8192222222222222,8.444444444444445,34.77777777777778,43.22222222222222,26.22222222222222,8.222222222222221,5.0,15.0,16.555555555555557,31.555555555555557,0.5595444444444444,0.5206,1.235866666666667,86.59722222222223,72.16433333333333,107.05055555555556,112.9618777777778,0.43195555555555554
22,NYK,66.66666666666666,240.0,101.77777777777777,26.11111111111111,25.666666666666668,22.77777777777778,27.22222222222222,111.66666666666667,27.555555555555557,28.555555555555557,28.11111111111111,27.444444444444443,36.0,81.55555555555556,0.4425555555555556,10.555555555555555,31.22222222222222,0.33622222222222226,19.22222222222222,24.333333333333332,0.7978888888888889,9.222222222222221,33.44444444444444,42.666666666666664,21.444444444444443,5.111111111111111,6.111111111111111,14.11111111111111,18.0,25.444444444444443,0.5536,0.5081777777777777,1.252911111111111,75.34722222222223,62.78935555555555,107.11114444444445,117.44254444444444,0.41655555555555557
23,OKC,55.55555555555556,240.0,110.66666666666667,27.0,26.444444444444443,27.444444444444443,29.77777777777778,108.44444444444444,28.333333333333332,26.333333333333332,27.11111111111111,26.666666666666668,41.0,91.88888888888889,0.4473333333333333,12.222222222222221,34.22222222222222,0.3635555555555555,16.444444444444443,23.555555555555557,0.6955555555555555,12.777777777777779,33.22222222222222,46.0,24.444444444444443,7.888888888888889,5.777777777777778,12.666666666666666,19.444444444444443,28.77777777777778,0.5421999999999999,0.5141,1.2125333333333335,86.33333333333333,71.94445555555555,111.56743333333333,109.35433333333334,0.4467333333333334
24,ORL,66.66666666666666,242.77777777777777,113.66666666666667,29.666666666666668,26.88888888888889,27.666666666666668,28.0,108.66666666666667,27.0,27.444444444444443,27.22222222222222,26.0,42.0,88.11111111111111,0.4748888888888889,12.222222222222221,32.666666666666664,0.38022222222222224,17.444444444444443,21.77777777777778,0.8012222222222222,8.666666666666666,36.333333333333336,45.0,26.77777777777778,8.0,4.333333333333333,13.0,18.666666666666668,29.77777777777778,0.5799777777777778,0.5442,1.2870444444444447,92.11111111111111,75.86718888888889,113.35061111111112,108.64647777777779,0.4539666666666667
25,PHI,55.55555555555556,240.0,113.55555555555556,26.88888888888889,30.444444444444443,29.333333333333332,26.88888888888889,110.33333333333333,25.77777777777778,26.666666666666668,26.333333333333332,31.555555555555557,42.0,89.44444444444444,0.4657777777777778,10.666666666666666,29.444444444444443,0.3601111111111111,18.88888888888889,24.444444444444443,0.7604444444444445,10.444444444444445,36.22222222222222,46.666666666666664,26.555555555555557,7.888888888888889,4.777777777777778,13.333333333333334,20.22222222222222,31.333333333333332,0.5652,0.5252555555555555,1.2682777777777778,90.69444444444444,75.57868888888889,112.83953333333334,109.86175555555556,0.45305555555555554
26,PHX,55.55555555555556,242.77777777777777,115.66666666666667,31.444444444444443,30.88888888888889,26.77777777777778,24.77777777777778,116.55555555555556,28.22222222222222,30.22222222222222,28.11111111111111,29.0,43.333333333333336,87.33333333333333,0.49877777777777776,9.777777777777779,27.666666666666668,0.3531111111111111,19.22222222222222,24.22222222222222,0.7817777777777777,10.222222222222221,32.333333333333336,42.55555555555556,23.88888888888889,7.555555555555555,6.111111111111111,13.11111111111111,23.333333333333332,33.55555555555556,0.5929666666666668,0.5551666666666667,1.3359666666666667,88.33333333333333,72.57272222222223,117.5141,118.25638888888888,0.48144444444444445
27,POR,88.88888888888889,245.55555555555554,119.0,29.555555555555557,28.444444444444443,29.666666666666668,28.22222222222222,113.33333333333333,31.88888888888889,28.88888888888889,26.444444444444443,23.444444444444443,43.77777777777778,92.33333333333333,0.47544444444444445,12.0,31.666666666666668,0.39011111111111113,19.444444444444443,25.555555555555557,0.7518888888888889,12.444444444444445,35.22222222222222,47.666666666666664,21.444444444444443,7.111111111111111,4.666666666666667,11.777777777777779,19.22222222222222,31.77777777777778,0.5763888888888888,0.5407555555555555,1.2935222222222222,90.86111111111111,73.80187777777778,119.32185555555553,113.58070000000001,0.4781444444444445
28,SAC,55.55555555555556,240.0,112.88888888888889,25.333333333333332,26.88888888888889,31.77777777777778,28.88888888888889,112.0,29.555555555555557,24.666666666666668,30.11111111111111,27.666666666666668,42.22222222222222,90.33333333333333,0.4673333333333334,11.0,29.0,0.37022222222222223,17.444444444444443,22.77777777777778,0.7558888888888888,10.333333333333334,36.22222222222222,46.55555555555556,23.11111111111111,8.0,3.3333333333333335,10.88888888888889,16.333333333333332,31.22222222222222,0.5610222222222222,0.5273,1.2516444444444443,89.48611111111111,74.57175555555555,114.04847777777779,113.42163333333333,0.46352222222222217
29,SAS,66.66666666666666,240.0,111.11111111111111,29.444444444444443,24.88888888888889,28.77777777777778,28.0,109.44444444444444,25.333333333333332,29.555555555555557,29.22222222222222,25.333333333333332,41.55555555555556,84.77777777777777,0.4905555555555556,9.88888888888889,25.555555555555557,0.3811111111111111,18.11111111111111,23.333333333333332,0.7784444444444443,9.777777777777779,32.888888888888886,42.666666666666664,23.333333333333332,6.666666666666667,3.7777777777777777,10.222222222222221,17.88888888888889,31.666666666666668,0.5866777777777777,0.5495666666666666,1.3149888888888888,87.83333333333333,73.19444444444444,119.5282,117.28426666666668,0.49011111111111116
30,TOR,66.66666666666666,242.77777777777777,109.77777777777777,28.77777777777778,25.77777777777778,30.0,23.666666666666668,100.77777777777777,25.11111111111111,25.333333333333332,25.333333333333332,24.333333333333332,40.55555555555556,84.77777777777777,0.48066666666666663,12.777777777777779,33.666666666666664,0.3803333333333333,15.88888888888889,18.77777777777778,0.854,5.111111111111111,36.111111111111114,41.22222222222222,26.333333333333332,7.777777777777778,5.888888888888889,11.777777777777779,20.88888888888889,27.77777777777778,0.5917555555555556,0.5560666666666667,1.3000666666666667,89.125,73.42896666666667,111.88075555555555,102.70337777777777,0.4444444444444444
31,UTA,77.77777777777779,240.0,113.0,29.88888888888889,28.666666666666668,25.333333333333332,29.11111111111111,101.88888888888889,23.555555555555557,25.77777777777778,26.88888888888889,25.666666666666668,40.111111111111114,82.11111111111111,0.4872222222222222,11.555555555555555,31.333333333333332,0.373,21.22222222222222,28.77777777777778,0.7566666666666667,8.88888888888889,37.77777777777778,46.666666666666664,26.333333333333332,7.444444444444445,5.888888888888889,14.0,21.77777777777778,28.555555555555557,0.5961000000000001,0.5574444444444444,1.3751555555555557,92.625,77.1874888888889,115.67807777777777,104.46353333333334,0.45853333333333335
32,WAS,66.66666666666666,240.0,109.0,28.444444444444443,25.22222222222222,29.444444444444443,25.88888888888889,111.0,28.0,27.666666666666668,27.77777777777778,27.555555555555557,41.0,89.55555555555556,0.4591111111111111,8.333333333333334,28.0,0.29677777777777775,18.666666666666668,23.22222222222222,0.8133333333333332,11.666666666666666,32.0,43.666666666666664,24.0,6.0,6.111111111111111,12.0,20.555555555555557,32.666666666666664,0.5481111111111111,0.5058777777777778,1.2232444444444444,82.625,68.85415555555556,112.29287777777779,114.39046666666665,0.45692222222222223
33,WST,66.66666666666666,240.0,163.33333333333334,41.0,44.0,41.0,37.333333333333336,161.0,40.333333333333336,37.333333333333336,44.333333333333336,39.0,70.33333333333333,127.33333333333333,0.551,16.333333333333332,50.333333333333336,0.3313333333333333,6.333333333333333,8.666666666666666,0.7333333333333334,14.333333333333334,39.0,53.333333333333336,47.0,14.0,2.0,15.333333333333334,11.0,54.0,0.6211333333333333,0.6142333333333333,1.28,150.33333333333334,125.2778,125.57263333333333,124.03973333333333,0.5458333333333334
